country_id,date_id,plastic_production,ocean_pollution_share,recycled_share,incinerated_share,mismanaged_share,landfilled_share,mismanaged_per_capita,risk_score
109,1,,8.571810092720482e-05,0.4899162842130613,,0.4090249217453569,,0.0051160514181853,7.477334562630888
110,1,,0.0018467209084153,0.4899162842130613,,0.4090249217453569,,0.2435959305526512,12.317372257619732
111,1,,0.0234968448126773,0.4899162842130613,,0.4090249217453569,,0.1394741393435719,11.100941389608623
112,1,,0.0555491126888149,0.4899162842130613,,0.4090249217453569,,0.0755971646048469,11.10549260987963
113,1,,6.302801575078763e-05,0.4899162842130613,,0.4090249217453569,,0.0001413560146041,7.376933051152208
114,1,,0.0,0.4899162842130613,,0.4090249217453569,,0.0039564764033184,7.450714338296463
115,1,,0.0045770946065464,0.2693400088871701,11.508256,0.0533199712269954,74.86611,0.0465746172477492,0.020775177155002
116,1,,1.2605568579511942e-06,0.4899162842130613,,0.4090249217453569,,0.0035782816406727,7.443200865317865
117,1,,0.0011004691866161,0.4899162842130613,,0.4090249217453569,,0.0894022098902126,9.203647775498991
118,1,,8.823922698976635e-06,0.4899162842130613,,0.4090249217453569,,0.0926691614463681,9.225320996065417
119,1,,0.0001487461166779,0.4899162842130613,,0.4090249217453569,,0.0061097011082219,7.499728677061651
120,1,,0.0066015545257992,0.4899162842130613,,0.4090249217453569,,0.1230801506064251,10.097250003390563
121,1,,0.0038560540959861,0.4899162842130613,,0.4090249217453569,,0.1959095990370539,11.44401895481062
122,1,,0.0003264851275154,0.4899162842130613,,0.4090249217453569,,0.0620497815250228,8.62563984583117
123,1,,0.449227150506274,0.4899162842130613,,0.4090249217453569,,0.5355568878471224,36.05180858742351
124,1,,3.6556247653857735e-05,0.4899162842130613,,0.4090249217453569,,0.0053236444022937,7.479519948182123
125,1,,9.580258048413263e-05,0.4899162842130613,,0.4090249217453569,,0.0053319748987522,7.482056411424503
126,1,,8.949978384771753e-05,0.4899162842130613,,0.4090249217453569,,0.0063027773845284,7.50122034927457
127,1,,0.0,0.4899162842130613,,0.4090249217453569,,0.0077430071773883,7.52644495377786
128,1,,0.0,0.4899162842130613,,0.4090249217453569,,0.0037312735985435,7.446210282200965
129,1,,0.0001008448326092,0.4899162842130613,,0.4090249217453569,,0.0387099624723374,8.149817852981212
130,1,,0.0006832237060483,0.4899162842130613,,0.4090249217453569,,0.0357979793807948,8.114873346087926
